Name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Damon,..,-,3,..,..,..,-,..,..,-,-,..,-,..,-,..,..,-,..,..
Damon-lee,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-
Dan,-,..,..,-,3,6,3,..,3,-,5,..,4,3,8,6,3,..,7,4
Danaan,-,-,-,-,..,..,-,-,-,..,-,-,-,-,-,-,-,-,-,-
Danai,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-
Danan,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Danann,..,-,-,-,-,-,..,..,-,-,..,3,..,..,..,..,5,..,-,5
Danas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,3,-,..,-,..
Dane,..,4,..,4,4,3,..,..,-,-,-,..,..,..,..,-,..,-,-,..
Dane-jensen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
Daneks,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
Danelis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-
Dangelo,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-
Dani,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,..
Daniaal,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Danial,-,-,-,-,..,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-
Danieal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-
Daniel,208,204,213,184,186,173,188,234,228,225,259,270,268,270,231,251,201,236,188,159
Daniele,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,..,-,-
Daniel-George,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,..,-,-
Danielis,-,-,-,-,-,-,-,-,-,-,-,..,-,..,-,-,3,-,..,..
Danielius,-,-,-,-,-,-,-,..,-,-,3,..,-,..,3,..,..,4,..,..
Daniel-Jay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-
Daniel-John,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-
Daniel-Joseph,-,-,-,-,-,-,-,-,-,-,..,..,-,-,-,-,-,-,-,-
Daniell,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Daniel-Lee,-,-,..,-,-,-,-,-,-,-,-,-,-,-,..,-,..,-,-,-
Daniels,-,-,-,-,-,-,-,-,-,-,..,..,..,..,..,-,..,..,-,..
Daniel-Shae,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Daniel-Thomas,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-
Daniel-vincent,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-
Daniel-William,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Danihl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Daniil,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,..,-,-,-,..
Daniils,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-
Daniko,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-
Danil,-,-,-,-,-,-,-,-,-,-,-,..,..,-,-,-,-,-,-,..
Danila,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
Danila-Ernest,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-
Danilo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-
Danils,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-
Danish,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-
Danius,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-
Dann,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dannan,-,-,..,-,-,-,..,-,-,-,-,-,-,..,-,-,..,-,-,..
Dannie,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-
Dannin,-,-,-,-,-,-,-,-,-,-,..,..,-,..,-,-,..,-,-,-
Dannon,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,..
Danny,7,6,3,9,..,8,11,9,12,10,15,17,17,16,29,43,28,39,49,33
Danny-Allen,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-
Danny-Og,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-
Danon,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-
Dante,-,-,..,..,-,..,..,-,..,..,-,-,3,-,..,..,3,..,-,..
Dany,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-
Danyal,-,-,-,-,-,-,-,-,..,-,-,-,-,-,..,-,-,-,-,..
Danyl,-,-,-,-,-,-,-,..,-,-,-,-,4,..,-,-,-,-,-,-
Danylson,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-
Danyon,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Daoigan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
Daoiri,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-
Dara,8,10,12,8,19,18,22,28,27,27,43,39,38,36,38,31,37,29,30,31
Darach,-,..,..,..,3,..,..,-,..,4,..,..,3,..,..,..,..,..,..,..
Daragh,..,3,3,6,4,4,-,..,..,4,8,11,5,12,6,7,3,6,9,5
Daragh-Leigh,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-
Darah,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-
Daraigh,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Darasin,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-
Darby,-,-,-,..,-,-,-,-,-,-,-,..,-,..,-,-,-,..,..,-
Darcey,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-
Darci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Darcy,..,-,-,..,..,..,..,..,..,..,6,3,..,..,..,6,..,..,-,..
Dare,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Daren,-,-,-,-,..,-,..,-,-,-,-,-,-,..,-,-,-,-,-,-
Darian,..,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-
Darie,-,-,-,-,-,-,..,-,..,-,-,-,-,-,-,-,-,-,-,-
Darien,..,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dario,-,-,-,-,-,-,-,-,-,..,-,-,..,-,-,-,-,-,..,-
Daris,-,..,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-
Darius,..,..,..,..,..,..,..,-,-,..,..,-,..,-,..,..,-,-,4,..
Dariush,..,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Darnel,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Darnell,-,..,-,-,-,-,..,-,..,-,-,-,-,-,-,-,-,-,-,-
Darra,..,-,-,..,-,-,-,..,-,-,-,-,-,..,-,3,-,-,-,-
Darrach,-,-,-,-,..,..,-,-,-,..,-,..,..,-,-,-,-,-,-,..
Darragh,31,26,26,41,40,45,54,61,74,62,85,78,72,79,69,89,87,74,83,70
Darragh-Lee,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-
Darrah,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,..,-,..,..,-
Darrai,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-
Darraigh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Darral,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Darran,..,..,..,..,..,..,-,-,-,..,..,-,-,-,-,-,-,-,-,-
Darreen,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Darrel,-,-,..,..,-,-,-,-,..,..,-,..,-,-,-,-,-,-,-,-
Darrell,4,5,..,..,..,..,..,..,..,..,..,-,..,-,-,-,-,-,-,-
Darren,62,56,52,39,30,19,23,22,28,18,12,17,14,12,6,6,4,..,6,5
Darren-Jay,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-
Darrien,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-
Darrin,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,..,-,-,-
Darroch,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,..
Darrog,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
Darron,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Darryl,12,9,8,9,3,10,7,8,..,4,..,..,3,4,3,3,4,3,-,..
Darryll,-,-,-,-,-,-,-,-,-,..,..,-,-,-,-,-,-,-,-,-
Darryn,..,-,..,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-
Darsai,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,..
Darsh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Darshan,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-
Darwen,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-
Darwin,-,-,..,-,-,-,-,-,..,-,-,-,..,-,..,-,..,-,-,-
Darwyn,-,-,-,..,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-
Dary,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-
Daryl,16,10,10,4,7,5,4,6,4,6,5,4,6,4,..,6,6,..,..,-
Daryll,..,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-
Daryl-lee,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
Daryn,..,..,-,-,-,-,-,-,..,..,-,-,-,-,-,-,-,-,-,-
Daryn-Shae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-
Dashiell,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-
Dathan,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,..,-,-,..,-
Dato,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-
Datu,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-
Daultagh,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-
Davagh,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-
Davan,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,..,..,-,-,..
Dave,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,..,-,..
Daven,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Davey,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Davi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
David,246,232,182,157,137,116,114,121,83,97,93,67,70,71,69,59,45,50,50,49
David-Arthur,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Davide,-,-,-,-,-,..,-,-,..,-,-,-,-,-,-,-,-,-,-,-
David-Emmett,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
David-James,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,..,-
David-Lee,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-
David-Morgan,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-
Davik,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-
Davin,-,-,-,..,..,-,..,..,5,..,..,-,..,-,-,7,..,3,4,8
Davinn,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-
Davinson,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-
Davis,..,-,-,-,-,-,-,..,..,-,-,-,..,-,..,..,..,..,-,-
Davit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,..,-
Davitt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
Davog,..,..,-,-,-,-,..,..,-,-,-,..,-,..,-,-,-,..,-,-
Davon,-,-,-,-,-,-,-,-,-,-,-,-,-,..,..,-,-,-,-,-
Davor,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-
Davy,..,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,..,-,-
Davyd,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-
Davyn,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
Daweson,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
Dawid,-,-,-,-,-,-,-,-,-,..,..,10,10,9,8,7,5,3,4,..
Dawood,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dawson,-,-,3,6,..,..,5,..,-,4,..,4,8,6,7,-,7,..,11,9
Dawson-James,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Dawud,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-
Dawuud,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Daxter,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-
Dayal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-
Dayle,-,..,-,..,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-
Daylen,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,..,-,-
Daylin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,..,-
Dayne,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-
Dayton,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-
Dayyan,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
De,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-
Deaclan,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-
Deacon,-,-,-,-,-,..,..,-,..,..,..,..,..,-,..,..,3,..,..,3
Deaghlain,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Deaghlan,..,..,-,..,..,-,-,-,-,..,-,..,-,-,..,-,-,-,..,-
Deaglan,7,3,4,5,..,7,8,6,5,5,..,..,..,..,4,4,4,6,..,..
Deahglan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-
Dean,77,60,47,41,38,40,37,23,22,21,14,26,27,23,13,8,7,9,3,..
Deandre,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-
Deane,3,3,..,-,-,..,-,..,..,..,-,-,-,-,-,-,-,-,-,-
Dean-Lee,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dearcan,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Deasmhumhnach,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Deasun,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-
Deaten,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-
Deavan,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-
Debhan,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Decarlo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-
Declan,58,55,33,36,51,38,33,30,19,24,30,29,17,15,9,16,13,8,8,13
Dee,-,..,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-
Deegan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,..,-,-
Deejay,-,-,-,..,..,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-
Deen,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,..,-
Deene,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-
Deesel,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-
Deibhlin,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-
Deilanas,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-
Deilas,-,-,-,-,-,-,-,-,-,-,-,-,..,..,-,-,-,-,-,-
Deilonas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-
Deimantas,-,-,-,-,-,-,-,-,-,..,..,-,-,-,-,..,..,..,-,..
Deimis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-
Deimjanas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
Deimonas,-,-,-,-,-,-,-,-,-,-,-,..,..,-,..,-,-,-,-,-
Deion,-,-,-,-,-,-,-,-,-,-,-,..,-,..,-,-,-,-,-,-
Deiridas,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-
Deisel,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-
Deiter,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Deivid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,..,..
Deividas,-,-,-,-,-,-,-,-,..,..,..,..,..,-,..,..,..,..,-,3
Deivids,-,-,-,-,-,-,-,-,-,-,-,..,-,..,-,..,-,..,-,-
Deivis,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-
Deivs,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-
Deivydas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-
Delaney,-,-,..,-,..,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-
Delano,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-
Delfin,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-
Deljith,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-
Delvin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
Demarcus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Demetri,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Demir,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-
Demitri,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-
Demos,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dempsey,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Denas,-,-,-,-,-,-,-,-,-,..,..,-,..,..,..,..,..,..,..,..
Denbeigh,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-
Dene,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Denico,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Denijs,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-
Denilon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
Denis,-,3,-,3,..,3,..,5,3,..,4,6,..,4,8,3,..,..,-,..
Denisas,-,-,-,-,-,-,-,-,-,..,-,..,-,-,-,-,..,-,-,-
Denislav,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-
Denis-Paul,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Deniz,-,-,-,-,-,-,-,-,-,-,-,..,-,-,..,-,-,-,-,..
Denley,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-
Dennis,4,..,3,-,-,-,3,..,..,-,-,-,..,..,..,-,..,..,..,3
Dennison,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-
Denny,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Densley,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Denton,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-
Denver,..,3,3,..,4,3,-,..,3,..,-,..,..,-,..,3,..,-,..,4
Denvior,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Denvir,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-
Denzel,..,..,-,-,-,..,-,..,-,-,..,-,-,-,3,..,..,..,..,-
Denzil,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-
Deon,-,..,..,..,..,4,3,-,-,..,..,..,..,..,..,..,3,..,-,..
Deonis,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-
Derek,..,3,..,..,..,-,-,..,..,..,-,..,..,..,-,-,..,..,..,..
Derek-Jay,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-
Derice,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Derin,-,-,-,-,-,-,-,-,-,-,..,-,-,-,..,-,-,-,-,-
Dermot,8,12,5,9,4,4,4,5,3,-,..,3,..,..,4,4,3,4,4,-
Dermot-Og,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-
Dermott,..,-,..,-,-,-,..,-,-,-,..,-,-,-,-,-,..,-,-,-
Dermy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-
Derren,-,-,-,..,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-
Derrick,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Derrien,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-
Derrin,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-
Derry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Deryk,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-
Deryn,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Des,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-
Desi-Lee,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-
Desmond,4,..,4,..,5,-,-,..,3,..,..,3,..,..,..,..,..,..,4,..
Dessie,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-
Dev,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-
Devan,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,..,-,-,-,..
Devane,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Devaughn,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-
Deven,-,-,-,-,-,-,-,-,-,..,-,-,-,-,..,-,-,-,-,-
Devendra,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-
Devesh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-
Devin,..,3,-,-,..,-,-,5,-,..,..,..,..,-,..,3,..,5,..,..
Devinn,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Devlin,-,-,..,-,-,-,-,-,-,-,-,..,-,-,..,-,-,-,-,-
Devlyn,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-
Devon,..,-,3,3,..,..,3,..,..,4,4,4,5,..,..,..,..,..,-,..
Devran,-,-,-,-,-,-,-,..,-,-,-,-,..,-,-,-,-,-,-,-
Devrim,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,..,-
Devyn,-,-,-,-,-,-,-,..,-,-,-,..,-,-,..,..,-,-,..,-
Dewan,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-
Dewi,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dewi-John,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-
Dex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,..,-
Dexter,-,-,-,-,-,-,-,-,-,..,-,5,4,3,6,6,6,9,7,6
Dexter-jamie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
Dhanush,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-
Dharesh,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhevbragadeesh,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-
Dhilan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-
Dhillon,-,..,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-
Dhiyaan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Dhruv,-,-,..,-,-,-,-,..,-,-,-,..,-,-,-,-,..,-,-,-
Dhruva,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-
Dhuvi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-
Diago,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-
Dian,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Diarmaid,..,5,..,..,5,..,..,..,..,-,..,..,-,-,-,-,..,-,-,-
Diarmait,-,-,-,..,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-
Diarmid,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Diarmoid,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Diarmuid,8,7,11,11,12,7,14,10,11,11,7,5,5,10,4,..,4,3,..,..
Diathi,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Diaz,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-,-
Dibon,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Diego,-,-,-,-,-,..,-,..,..,..,..,..,-,3,..,..,..,..,3,..
Diekololaoluwa,-,-,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-
Diesel,-,-,-,-,-,-,..,..,..,-,-,..,-,..,-,-,-,-,-,-
Dijaras,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-,-
Dijari,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-
Diju,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..
Dijus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,-,-,-,-,-
Dilan,-,-,-,-,-,..,-,..,-,-,-,-,-,-,-,..,..,..,-,..
Dilanas,-,-,-,-,-,-,-,-,-,..,-,-,..,..,-,-,-,-,..,..
